__stool_NN_2	solid excretory product evacuated from the bowels 
__striving_NN_1	an effortful attempt to attain a goal 
__protract_VB_1	lengthen in time cause to be or last longer We prolonged our stay She extended her visit by another day The meeting was drawn out until midnight 
__cut_VB_17	make an abrupt change of image or sound cut from one scene to another 
__ion_NN_1	a particle that is electrically charged positive or negative an atom or molecule or group that has lost or gained one or more electrons 
__tagging_program_NN_1	a computer program that attaches labels to the grammatical constituents of textual matter 
__vegetable_silk_NN_1	a plant fiber from the kapok tree used for stuffing and insulation 
__open_up_VB_6	become open The door opened 
__stop_NN_9	a mechanical device in a camera that controls size of aperture of the lens the new cameras adjust the diaphragm automatically 
__prison_cell_NN_1	a room where a prisoner is kept 
__mukalla_NN_1	a port in southern Yemen on the Gulf of Aden to the east of Aden 
__flight_NN_4	the act of escaping physically he made his escape from the mental hospital the canary escaped from its cage his flight was an indication of his guilt 
__gibit_NN_1	a unit of information equal to 1024 mebibits or 2^30 1 073 741 824 bits 
__sovereignty_NN_3	the authority of a state to govern another state 
__fthm_NN_2	mining a unit of volume equal to 6 cubic feet used in measuring bodies of ore 
__podargidae_NN_1	frogmouths 
__negation_NN_2	the speech act of negating 
__republic_of_ecuador_NN_1	a republic in northwestern South America became independent from Spain in 1822 the landscape is dominated by the Andes 
__damper_NN_1	a movable iron plate that regulates the draft in a stove or chimney or furnace 
__snap_VB_13	record on photographic film I photographed the scene of the accident She snapped a picture of the President 
__oregon_holly_grape_NN_1	ornamental evergreen shrub of Pacific coast of North America having dark green pinnate leaves and racemes of yellow flowers followed by blue-black berries 
__sunbelt_NN_1	states in the south and southwest that have a warm climate and tend to be politically conservative 
__tug_VB_3	tow a vessel with a tug The tugboat tugged the freighter into the harbor of sound relatively low in volume soft voices soft music 
__live_birth_NN_1	the birth of a living fetus regardless of the length of gestation 
__snow_NN_2	a layer of snowflakes white crystals of frozen water covering the ground 
__secret_plan_NN_1	a secret scheme to do something especially something underhand or illegal they concocted a plot to discredit the governor I saw through his little game from the start 
__resistive_JJ_1	exhibiting or relating to electrical resistance resistive load 
__sliver_NN_2	a thin fragment or slice especially of wood that has been shaved from something 
__gary_NN_1	a city in northwest Indiana on Lake Michigan steel production 
__rise_NN_8	theology the origination of the Holy Spirit at Pentecost the emanation of the Holy Spirit the rising of the Holy Ghost the doctrine of the procession of the Holy Spirit from the Father and the Son 
__tomography_NN_1	medicine obtaining pictures of the interior of the body 
__x-ray_machine_NN_1	an apparatus that provides a source of X rays 
__squandering_NN_1	spending resources lavishly and wastefully more wasteful than the squandering of time 
__sound_NN_2	the subjective sensation of hearing something he strained to hear the faint sounds 
__bomber_NN_1	a military aircraft that drops bombs during flight 
__cook_NN_1	someone who cooks food 
__weapons_carrier_NN_1	military vehicle that is a light truck designed to carry mortars or machine guns and their crews 
__australian_alps_NN_1	a range of mountains in Australia that forms the southern end of the Great Dividing Range 
__needlework_NN_1	a creation created or assembled by needle and thread 
__salix_triandra_NN_1	Old World willow with light green leaves cultivated for use in basketry 
__reduce_VB_10	to remove oxygen from a compound or cause to react with hydrogen or form a hydride or to undergo an increase in the number of electrons 
__muskiness_NN_1	having the olfactory properties of musk 
__transmission_NN_4	an incident in which an infectious disease is transmitted 
__research_NN_1	systematic investigation to establish facts 
__thelypteris_palustris_pubescens_NN_1	fern of northeastern North America 
__subfamily_gerbillinae_NN_1	gerbils 
__ratite_bird_NN_1	flightless birds having flat breastbones lacking a keel for attachment of flight muscles ostriches cassowaries emus moas rheas kiwis elephant birds 
__plotter_NN_3	a member of a conspiracy 
__optimize_VB_1	make optimal get the most out of use best optimize your resources 
__bidding_NN_3	bridge the number of tricks a bridge player is willing to contract to make 
__take_in_VB_10	earn on some commercial or business transaction earn as salary or wages How much do you make a month in your new job She earns a lot in her new job this merger brought in lots of money He clears $5 000 each month 
__genus_etropus_NN_1	a genus of Bothidae 
__musical_harmony_NN_1	the structure of music with respect to the composition and progression of chords 
__tip_VB_1	cause to tilt tip the screen upward 
__track_NN_10	any road or path affording passage especially a rough one 
__submitter_NN_1	someone who yields to the will of another person or force 
__tyto_NN_1	type and only genus of the family Tytonidae 
__fillet_VB_1	decorate with a lace of geometric designs 
__chock_VB_2	support on chocks chock the boat 
__lighten_up_VB_2	become more cheerful after a glass of wine he lightened up a bit 
__arctiid_moth_NN_1	stout-bodied broad-winged moth with conspicuously striped or spotted wings larvae are hairy caterpillars 
__wordiness_NN_1	boring verbosity 
__sweet_fanny_adams_NN_1	little or nothing at all I asked for a raise and they gave me bugger-all I know sweet Fanny Adams about surgery 
__gleaner_NN_1	someone who picks up grain left in the field by the harvesters 
__plumiera_NN_1	deciduous shrubs and trees of tropical America having branches like candelabra and fragrant white or pink flowers 
__osteichthyes_NN_1	a class of fish having a skeleton composed of bone in addition to cartilage 
__waw_NN_1	the 6th letter of the Hebrew alphabet 
__idolatry_NN_2	the worship of idols the worship of images that are not God 
__warp_NN_1	a twist or aberration especially a perverse or abnormal way of judging or acting 
__waste_VB_3	get rid of We waste the dirty water by channeling it into the sewer 
__ethmoid_bone_NN_1	one of the eight bones of the cranium a small bone filled with air spaces that forms part of the eye sockets and the nasal cavity 
__immune_NN_1	a person who is immune to a particular infection 
__antbird_NN_1	any of various dull-colored South American birds that feeding on ants some following army ant swarms 
__trigger_NN_3	an act that sets in motion some course of events 
__explore_VB_3	examine minutely 
__gerres_NN_1	type genus of the Gerreidae 
__claim_NN_2	an assertion that something is true or factual his claim that he was innocent evidence contradicted the government s claims 
__mush_VB_2	travel with a dogsled 
__cover_NN_4	the protective covering on the front back and spine of a book the book had a leather binding 
__genus_aptenodytes_NN_1	large penguins 
__witloof_NN_2	young broad-leaved endive plant deprived of light to form a narrow whitish head 
__genus_cambarus_NN_1	a genus of Astacidae 
__spell_VB_2	indicate or signify I m afraid this spells trouble 
__pulse_generator_NN_1	a generator of single or multiple voltage pulses usually adjustable for pulse rate 
__siamese_cat_NN_1	a slender short-haired blue-eyed breed of cat having a pale coat with dark ears paws face and tail tip 
__schnauzer_NN_1	old German breed of sturdy black or greyish wire-haired terriers having a blunt muzzle ranging in size from fairly small to very large used as ratters and guard dogs or police dogs 
__syntax_NN_1	the grammatical arrangement of words in sentences 
__stable_VB_1	shelter in a stable stable horses 
__orthoptera_NN_1	grasshoppers and locusts crickets 
__whalesucker_NN_1	large blue Pacific remora that attaches to whales and dolphins 
__whip_VB_4	strike as if by whipping The curtain whipped her face 
__picea_NN_1	a genus of temperate and Arctic evergreen trees see spruce 
__central_american_NN_1	a native or inhabitant of Central America 
__good_luck_charm_NN_1	something believed to bring good luck 
__steel_onself_for_VB_1	prepare mentally or emotionally for something unpleasant 
__gymnastics_NN_1	a sport that involves exercises intended to display strength and balance and agility 
__angulate_JJ_1	having angles or an angular shape 
__water_bearer_NN_1	astrology a person who is born while the sun is in Aquarius 
__vitriol_VB_2	subject to bitter verbal abuse 
__illegal_JJ_1	prohibited by law or by official or accepted rules an illegal chess move 
__tuner_NN_1	someone who tunes pianos 
__cleave_VB_2	make by cutting into The water is going to cleave a channel into the rock 
__game_NN_4	animal hunted for food or sport 
__recline_VB_1	move the upper body backwards and down 
__reverend_dodgson_NN_1	English author Charles Dodgson was an Oxford don of mathematics who is remembered for the children s stories he wrote under the pen name Lewis Carroll 1832-1898 
__develop_VB_6	change the use of and make available or usable develop land The country developed its natural resources The remote areas of the country were gradually built up 
__major_scale_NN_1	a diatonic scale with notes separated by whole tones except for the 3rd and 4th and 7th and 8th 
__electronic_countermeasures_NN_1	electronic warfare undertaken to prevent or reduce an enemy s effective use of the electromagnetic spectrum 
__schoolhouse_NN_1	a building where young people receive education the school was built in 1932 he walked to school every morning 
__stolen_property_NN_1	property that has been stolen 
__decomposition_NN_5	the organic phenomenon of rotting 
__helicidae_NN_1	land snails including the common edible snail and some pests 
__interrelationship_NN_1	mutual or reciprocal relation or relatedness interrelationships of animal structure and function 
__regularize_VB_2	make regular or more regular regularize the heart beat with a pace maker 
__clean_out_VB_2	force out The new boss cleaned out the lazy workers 
__sulidae_NN_1	gannets and boobies 
__peaceful_JJ_1	not disturbed by strife or turmoil or war a peaceful nation peaceful times a far from peaceful Christmas peaceful sleep 
__limiter_NN_1	electronics a nonlinear electronic circuit whose output is limited in amplitude used to limit the instantaneous amplitude of a waveform to clip off the peaks of a waveform a limiter introduces amplitude distortion 
__kaw_river_NN_1	a river in northeastern Kansas flows eastward to become a tributary of the Missouri River 
__smoking_NN_2	a hot vapor containing fine particles of carbon being produced by combustion the fire produced a tower of black smoke that could be seen for miles 
__pakchoi_NN_1	Asiatic plant grown for its cluster of edible white stalks with dark green leaves 
__repository_NN_3	a burial vault usually for some famous person 
__drive_up_VB_1	approach while driving The truck entered the driveway and drove up towards the house 
__glucose_NN_1	a monosaccharide sugar that has several forms an important source of physiological energy 
__genus_andira_NN_1	small genus of evergreen trees of tropical America and western Africa 
__duplication_NN_1	a copy that corresponds to an original exactly he made a duplicate for the files 
__sharpener_NN_1	any implement that is used to make something an edge or a point sharper a knife sharpener 
__counter_NN_7	computer science a register whose contents go through a regular series of states usually states indicating consecutive integers 
__indicator_NN_1	a number or ratio a value on a scale of measurement derived from a series of observed facts can reveal relative changes as a function of time 
__ask_for_trouble_VB_1	persist with actions or an attitude despite the probability that it will cause trouble He is asking for trouble with his behavior 
__lake_NN_1	a body of usually fresh water surrounded by land 
__stress_NN_1	the relative prominence of a syllable or musical note especially with regard to stress or pitch he put the stress on the wrong syllable 
__saturniid_moth_NN_1	large brightly colored and usually tropical moth larvae spin silken cocoons 
__distress_VB_2	cause mental pain to The news of her child s illness distressed the mother 
__order_ciconiiformes_NN_1	order of chiefly tropical marsh-dwelling fish-eating wading birds with long legs and bills and except for flamingos unwebbed feet herons storks spoonbills flamingos ibises 
__urban_v_NN_1	French pope from 1362 to 1370 who tried to reestablish the papacy in Rome but in 1367 returned to Avignon hoping to end the war between France and England canonized in 1870 1310-1370 
__pastoral_NN_3	a literary work idealizing the rural life especially the life of shepherds 
__rachycentron_NN_1	genus and family are coextensive and comprise only the cobia 
__woodworking_NN_1	the craft of a carpenter making things out of wood 
__vandalism_NN_1	willful wanton and malicious destruction of the property of others 
__silt_up_VB_1	become chocked with silt The river silted up 
__north_platte_river_NN_1	a river that rises in northern Colorado and flows northward into Wyoming and then eastward and southeastward through Nebraska where it joins the South Platte to form the Platte River 
__stringed_instrument_NN_1	a musical instrument in which taut strings provide the source of sound 
__smyrnium_NN_1	Alexanders 
__rupicola_NN_1	cock of the rocks 
__show-off_NN_1	someone who deliberately behaves in such a way as to attract attention 
__belgian_shepherd_NN_1	hardy working dog developed in Belgium for herding sheep 
__tilletia_NN_1	a genus of fungi belonging to the family Tilletiaceae 
__cashew_tree_NN_1	tropical American evergreen tree bearing kidney-shaped nuts that are edible only when roasted 
__lactophrys_NN_1	a genus of Ostraciidae 
__family_bramidae_NN_1	deep-bodied percoid fishes of the open seas 
__pinon_nut_NN_1	edible seed of any of several nut pines especially some pinons of southwestern North America 
__chancellorship_NN_1	the office of chancellor 
__canna_NN_1	any plant of the genus Canna having large sheathing leaves and clusters of large showy flowers 
__article_VB_1	bind by a contract especially for a training period 
__stunt_woman_NN_1	a stand-in for movie stars to perform dangerous stunts his first job in Hollywood was as a double for Clark Gable 
__disjoint_VB_3	make disjoint separated or disconnected undo the joining of 
__deck_NN_2	street name for a packet of illegal drugs 
__written_report_NN_1	a written document describing the findings of some individual or group this accords with the recent study by Hill and Dale 
__life_NN_7	the period from the present until death he appointed himself emperor for life 
__transpiration_NN_1	the passage of gases through fine tubes because of differences in pressure or temperature 
__sectral_NN_1	an oral beta blocker trade name Sectral used in treating hypertension 
__dysphoria_NN_1	abnormal depression and discontent 
__slider_NN_4	a fastball that curves slightly away from the side from which it was thrown 
__boot_VB_1	kick give a boot to 
__commonwealth_of_nations_NN_1	an association of nations consisting of the United Kingdom and several former British colonies that are now sovereign states but still pay allegiance to the British Crown 
__lordliness_NN_1	formality in bearing and appearance he behaved with great dignity 
__modality_NN_4	a method of therapy that involves physical or electrical therapeutic treatment 
__dress_VB_9	provide with decoration dress the windows 
__nihilism_NN_3	complete denial of all established authority and institutions 
__verbascum_NN_1	genus of coarse herbs and subshrubs mostly with woolly leaves 
__fulfilment_NN_2	the act of consummating something a desire or promise etc 
__sarcosporidia_NN_1	imperfectly known parasites of the muscles of vertebrates 
__indian_NN_2	a native or inhabitant of India 
__cast_iron_NN_1	an alloy of iron containing so much carbon that it is brittle and so cannot be wrought but must be shaped by casting 
__direct_VB_4	be in charge of 
__complex_JJ_1	complicated in structure consisting of interconnected parts a complex set of variations based on a simple folk melody a complex mass of diverse laws and customs 
__tetrachloroethylene_NN_1	anthelmintic agent used against hookworm and other nematodes 
__qizil_qum_NN_1	a desert in Uzbekistan to the southeast of the Aral Sea 
__rhamnales_NN_1	an order of dicotyledonous plants 
__inducing_NN_1	act of bringing about a desired result inducement of sleep 
__lactobacteriaceae_NN_1	lactic acid bacteria and important pathogens bacteria that ferment carbohydrates chiefly into lactic acid 
__oil_nut_NN_1	oily drupaceous fruit of rabbitwood 
__weight_unit_NN_2	a unit used to measure weight he placed two weights in the scale pan 
__genus_exacum_NN_1	genus of tropical Asiatic and African plants especially Persian violets 
__hawk_NN_1	diurnal bird of prey typically having short rounded wings and a long tail 
__clatter_VB_1	make a rattling sound clattering dishes 
__consist_VB_3	be consistent in form tenor or character be congruous Desires are to be satisfied only so far as consists with an approved end 
__tear_down_VB_1	tear down so as to make flat with the ground The building was levelled 
__durban_NN_1	a port city in eastern South Africa on the Indian Ocean resort and industrial center 
__rest_VB_5	be at rest 
__wetting_agent_NN_1	a chemical agent capable of reducing the surface tension of a liquid in which it is dissolved 
__sense_NN_1	a general conscious awareness a sense of security a sense of happiness a sense of danger a sense of self 
__genova_NN_1	a seaport in northwestern Italy provincial capital of Liguria 
__playback_NN_2	electronic equipment comprising the part of a tape recorder that reproduces the recorded material 
__genus_anthemis_NN_1	dog fennel 
__snake_dance_NN_2	a ceremonial dance as by the Hopi in which snakes are handled or invoked 
__harm_VB_1	cause or do harm to These pills won t harm your system 
__neck_bone_NN_1	one of 7 vertebrae in the human spine located in the neck region 
__unsubdivided_JJ_1	botany of leaf shapes of leaves having no divisions or subdivisions 
__scientific_agriculture_NN_1	the application of soil and plant sciences to land management and crop production 
__sea_kale_NN_1	perennial of coastal sands and shingles of northern Europe and Baltic and Black Seas having racemes of small white flowers and large fleshy blue-green leaves often used as potherbs 
__ceratonia_siliqua_NN_1	evergreen Mediterranean tree with edible pods the biblical carob 
__painted_greenling_NN_1	greenling with whitish body marked with black bands 
__womanhood_NN_2	women as a class it s an insult to American womanhood woman is the glory of creation the fair sex gathered on the veranda 
__star_NN_5	a plane figure with 5 or more points often used as an emblem 
__unimportant_JJ_2	devoid of importance meaning or force 
__strabismus_NN_1	abnormal alignment of one or both eyes 
__primulaceae_NN_1	a dicotyledonous family of the order Primulales with a regular flower widely distributed in the northern hemisphere 
__manhattan_NN_2	a cocktail made with whiskey and sweet vermouth with a dash of bitters 
__look_VB_5	be oriented in a certain direction often with respect to another reference point be opposite to The house looks north My backyard look onto the pond The building faces the park 
__bovine_NN_1	any of various members of the genus Bos 
__coexist_VB_2	exist together 
__parasitaxus_NN_1	one species parasite yew 
__virginia_beach_NN_1	the largest city in Virginia long overshadowed by Norfolk but growing rapidly since 1970 with 28 miles of public beaches tourism is a major factor in the economy site of three United States Navy bases 
__dhahran_NN_1	an oil town in eastern Saudi Arabia on an inlet from the Persian Gulf in June 1996 terrorists bombed an apartment complex in Dhahran killing 19 United States soldiers and wounding more than 300 people 
__blow_VB_9	spend lavishly or wastefully on He blew a lot of money on his new home theater 
__significant_JJ_1	important in effect or meaning a significant change in tax laws a significant change in the Constitution a significant contribution significant details statistically significant 
__shiny_lyonia_NN_1	showy evergreen shrub of southeastern United States with shiny leaves and angled branches and clusters of pink to reddish flowers that resemble an umbel 
__genetics_NN_1	the branch of biology that studies heredity and variation in organisms 
__ramses_NN_1	any of 12 kings of ancient Egypt between 1315 and 1090 BC 
__ixodid_NN_1	ticks having a hard shield on the back and mouth parts that project from the head 
__etching_NN_3	making engraved or etched plates and printing designs from them 
__controlled_substance_NN_1	a drug or chemical substance whose possession and use are controlled by law 
__eagle_VB_2	shoot in two strokes under par 
__electric_cell_NN_1	a device that delivers an electric current as the result of a chemical reaction 
__clove_NN_1	aromatic flower bud of a clove tree yields a spice 
__stick_NN_6	a long implement usually made of wood that is shaped so that hockey or polo players can hit a puck or ball 
__antilles_NN_1	a group of islands in the West Indies 
__salacity_NN_1	the trait of behaving in an obscene manner 
__spadefoot_toad_NN_1	a burrowing toad of the northern hemisphere with a horny spade-like projection on each hind foot 
__corps_NN_1	an army unit usually consisting of two or more divisions and their support 
__ringer_NN_2	a person who is almost identical to another 
__temple_NN_1	place of worship consisting of an edifice for the worship of a deity 
__acrobat_NN_1	an athlete who performs acts requiring skill and agility and coordination 
__expansion_NN_2	a function expressed as a sum or product of terms the expansion of a+b ^2 is a^2 + 2ab + b^2 
__elm_tree_NN_1	any of various trees of the genus Ulmus important timber or shade trees 
__candlestick_NN_1	a holder with sockets for candles 
__chicken_roundworm_NN_1	intestinal parasite of domestic fowl 
__red_saunders_NN_1	tree of India and East Indies yielding a hard fragrant timber prized for cabinetwork and dark red heartwood used as a dyewood 
__snap_NN_7	a sudden breaking 
__worshipper_NN_2	someone who admires too much to recognize faults 
__raving_NN_1	declaiming wildly the raving of maniacs 
__fraud_NN_1	intentional deception resulting in injury to another person 
__citizenship_NN_2	conduct as a citizen award for good citizenship 
__invigorate_VB_1	heighten or intensify These paintings exalt the imagination 
__tabernaemontana_NN_1	evergreen tropical trees and shrubs with milky sap 
__nyctimene_NN_1	East Indian fruit bats 
__divination_NN_1	successful conjecture by unusual insight or good luck 
__obscurantist_NN_1	a person who is deliberately vague 
__division_NN_4	an administrative unit in government or business 
__matrix_operation_NN_1	a mathematical operation involving matrices 
__hall_of_residence_NN_1	a university dormitory 
__liquid_unit_NN_1	a unit of capacity for liquids for measuring the volumes of liquids or their containers 
__trust_busting_NN_1	law government activities seeking to dissolve corporate trusts and monopolies especially under the United States antitrust laws 
__confiscation_NN_1	seizure by the government 
__thing_NN_4	an artifact how does this thing work 
__prognostication_NN_2	a statement made about the future 
__tib_NN_1	a unit of information equal to 1024 gibibytes or 2^40 1 099 511 627 776 bytes 
__ill_humour_NN_1	an angry and disagreeable mood 
__snore_VB_1	breathe noisily during one s sleep she complained that her husband snores 
__topology_NN_4	the configuration of a communication network 
__sport_VB_1	wear or display in an ostentatious or proud manner she was sporting a new hat 
__paternalism_NN_1	the attitude of a person or a government that subordinates should be controlled in a fatherly way for their own good 
__publishing_house_NN_1	a firm in the publishing business 
__enchanter	s_nightshade_NN_1 any of several erect perennial rhizomatous herbs of the genus Circaea having white flowers that open at dawn northern hemisphere 
__put_through_VB_1	pursue to a conclusion or bring to a successful issue Did he go through with the treatment He implemented a new economic plan She followed up his recommendations with a written proposal 
__top_NN_9	covering for a hole especially a hole in the top of a container he removed the top of the carton he couldn t get the top off of the bottle put the cover back on the kettle 
__mismarry_VB_1	marry an unsuitable partner 
__presumption_NN_4	a kind of discourtesy in the form of an act of presuming his presumption was intolerable 
__slog_VB_1	work doggedly or persistently She keeps plugging away at her dissertation 
__subfamily_emberizinae_NN_1	buntings and some New World sparrows 
__dr	_NN_1 a person who holds Ph D degree or the equivalent from an academic institution she is a doctor of philosophy in physics 
__run_VB_13	be operating running or functioning The car is still running--turn it off 
__stumble_NN_1	an unsteady uneven gait 
__plosion_NN_1	the terminal forced release of pressure built up during the occlusive phase of a stop consonant 
__fossilize_VB_1	convert to a fossil The little animals fossilized and are now embedded in the limestone 
__succession_NN_4	ecology the gradual and orderly process of change in an ecosystem brought about by the progressive replacement of one community by another until a stable climax is established 
__help_VB_6	contribute to the furtherance of This money will help the development of literacy in developing countries 
__ritual_NN_1	any customary observance or practice 
__ulvaceae_NN_1	thin flat or tubular green algae 
__orphan_VB_1	deprive of parents 
__prettify_VB_1	make more beautiful 
__squeeze_VB_4	to cause to do through pressure or necessity by physical moral or intellectual means She forced him to take a job in the city He squeezed her for information 
__secretion_NN_1	the organic process of synthesizing and releasing some substance 
__pesticide_NN_1	a chemical used to kill pests as rodents or insects 
__white_friar_NN_1	a Roman Catholic friar wearing the white cloak of the Carmelite order mendicant preachers 
__tuber_NN_1	a fleshy underground stem or root serving for reproductive and food storage 
__lansium_domesticum_NN_1	East Indian tree bearing an edible yellow berry 
__roman_NN_1	a resident of modern Rome 
__malopterurus_NN_1	electric catfish 
__surprise_NN_2	a sudden unexpected event 
__amphibole_group_NN_1	a group of minerals with similar crystal structures containing a silicate chain and combinations of chiefly sodium and calcium and magnesium and iron and aluminum 
__embarrassment_NN_1	the shame you feel when your inadequacy or guilt is made public 
__jovian_planet_NN_1	any of the four outermost planets in the solar system much larger than Earth and gaseous in nature like Jupiter 
__swallow_VB_4	utter indistinctly She swallowed the last words of her speech 
__factor_out_VB_2	resolve into factors a quantum computer can factor the number 15 
__rail_NN_4	a horizontal bar usually of wood or metal 
__virulency_NN_1	extreme harmfulness as the capacity of a microorganism to cause disease the virulence of the plague 
__saint_martin	s_summer_NN_1 a period of unusually warm weather in the autumn 
__self-discipline_NN_1	the trait of practicing self discipline 
__ejaculate_VB_1	utter impulsively He blurted out the secret He blundered his stupid ideas 
__vexer_NN_1	someone given to teasing as by mocking or stirring curiosity 
__northern_lobster_NN_2	lobster of Atlantic coast of America 
__sheepfold_NN_1	a pen for sheep 
__south_platte_river_NN_1	a tributary of the Platte River 
__chalcedony_NN_1	a milky or greyish translucent to transparent quartz 
__step_VB_5	furnish with steps The architect wants to step the terrace 
__napoleon_i_NN_1	French general who became emperor of the French 1769-1821 
__solve_VB_3	settle as of a debt clear a debt solve an old debt 
__kennelly-heaviside_layer_NN_1	a region of the ionosphere from 50 to 90 miles up that reflects radio waves of medium length 
__jeweller_NN_2	someone in the business of selling jewelry 
__tune_NN_1	a succession of notes forming a distinctive sequence she was humming an air from Beethoven 
__eisegesis_NN_1	personal interpretation of a text especially of the Bible using your own ideas 
__genus_epilobium_NN_1	large widely distributed genus of herbs and subshrubs of especially western North America and Arctic areas 
__shapely_JJ_1	having a well-proportioned and pleasing shape a slim waist and shapely legs 
__word_structure_NN_1	the admissible arrangement of sounds in words 
__enable_VB_1	render capable or able for some task This skill will enable you to find a job on Wall Street The rope enables you to secure yourself when you climb the mountain 
__lophodytes_cucullatus_NN_1	small North American duck with a high circular crest on the male s head 
__estrous_JJ_1	of lower mammals showing or in a state of estrus in heat the estrous state the estrous cycle 
__postiche_NN_1	a covering or bunch of human or artificial hair used for disguise or adornment 
__mantle_NN_4	anything that covers there was a blanket of snow 
__mahimahi_NN_1	the lean flesh of a saltwater fish found in warm waters especially in Hawaii 
__summon_VB_3	gather or bring together muster the courage to do something she rallied her intellect Summon all your courage 
__play_VB_15	put a card or piece into play during a game or act strategically as if in a card game He is playing his cards close to his chest The Democrats still have some cards to play before they will concede the electoral victory 
__sound_NN_3	mechanical vibrations transmitted by an elastic medium falling trees make a sound in the forest even when no one is there to hear them 
__emirate_NN_2	the office of an emir 
__penalty_box_NN_1	ice hockey an enclosed bench to the side of an ice-hockey rink for players who are serving time penalties 
__call_NN_10	an instruction that interrupts the program being executed Pascal performs calls by simply giving the name of the routine to be executed 
__left_wing_NN_1	those who support varying degrees of social or political or economic change designed to promote the public welfare 
__cortone_acetate_NN_1	a corticosteroid hormone trade name Cortone Acetate normally produced by the adrenal cortex is converted to hydrocortisone 
__cinema_verite_NN_1	a movie that shows ordinary people in actual activities without being controlled by a director 
__varnish_NN_1	a coating that provides a hard lustrous transparent finish to a surface 
__radicle_NN_1	anatomy a small structure resembling a rootlet such as a fibril of a nerve 
__south_american_nation_NN_1	any one of the countries occupying the South American continent 
__antimetabolite_NN_1	an antineoplastic drug that inhibits the utilization of a metabolite 
__tuberous_vetch_NN_1	European herb bearing small tubers used for food and in Scotland to flavor whiskey 
__substitution_NN_2	the act of putting one thing or person in the place of another he sent Smith in for Jones but the substitution came too late to help 
__worsen_VB_2	make worse This drug aggravates the pain 
__textual_matter_NN_1	the words of something written there were more than a thousand words of text they handed out the printed text of the mayor s speech he wants to reconstruct the original text 
__metal_NN_2	a mixture containing two or more metallic elements or metallic and nonmetallic elements usually fused together or dissolving into each other when molten brass is an alloy of zinc and copper 
__relief_NN_3	law redress awarded by a court was the relief supposed to be protection from future harm or compensation for past injury 
__pendent_NN_1	an adornment that hangs from a piece of jewelry necklace or earring 
__software_documentation_NN_1	program listings or technical manuals describing the operation and use of programs 
__family_cunoniaceae_NN_1	trees or shrubs or climbers mostly southern hemisphere 
__orchestra_NN_2	seating on the main floor in a theater 
__urmia_NN_1	a shallow saline lake in northwestern Iran between Tabriz and the western border of Turkey 
__sexy_JJ_1	marked by or tending to arouse sexual desire or interest feeling sexy sexy clothes sexy poses a sexy book sexy jokes 
__snack_food_NN_1	food for light meals or for eating between meals 
__monongahela_river_NN_1	a river that rises in northern West Virginia and flows north into Pennsylvania where it joins the Allegheny River at Pittsburgh to form the Ohio River 
__sunni_islam_NN_1	one of the two main branches of orthodox Islam 
__blue_curls_NN_1	any of several plants of the genus Trichostema having whorls of small blue flowers 
__roman_empire_NN_1	an empire established by Augustus in 27 BC and divided in AD 395 into the Western Roman Empire and the eastern or Byzantine Empire at its peak lands in Europe and Africa and Asia were ruled by ancient Rome 
__ionization_tube_NN_1	a measuring instrument that measures the amount of ionizing radiation 
__situate_VB_1	determine or indicate the place site or limits of as if by an instrument or by a survey Our sense of sight enables us to locate objects in space Locate the boundaries of the property 
__sustainable_JJ_1	capable of being sustained 
__waxycap_NN_1	any fungus of the family Hygrophoraceae having gills that are more or less waxy in appearance 
__sciurus_carolinensis_NN_1	common medium-large squirrel of eastern North America now introduced into England 
__gerea_NN_1	small genus of hairy herbs with yellow flowers 
__flanker_NN_2	a soldier who is a member of a detachment assigned to guard the flanks of a military formation 
__tiered_seat_NN_1	seating that is arranged in sloping tiers so that spectators in the back can see over the heads of those in front 
__plug-in_NN_1	a printed circuit that can be inserted into expansion slots in a computer to increase the computer s capabilities 
__clouding_up_NN_1	the process whereby water particles become visible in the sky 
__serviceable_JJ_1	ready for service or able to give long service serviceable equipment heavy serviceable fabrics 
__family_crocodylidae_NN_1	true crocodiles 
__bolete_NN_1	any fungus of the family Boletaceae 
__mandrake_NN_2	a plant of southern Europe and North Africa having purple flowers yellow fruits and a forked root formerly thought to have magical powers 
__promise_VB_2	promise to undertake or give I promise you my best effort 
__loop-the-loop_NN_1	a flight maneuver aircraft flies a complete circle in the vertical plane 
__articulator_NN_2	a movable speech organ 
__fha_NN_1	the federal agency in the Department of Housing and Urban Development that insures residential mortgages 
__play_NN_7	an attempt to get something they made a futile play for power he made a bid to gain attention 
__bake_VB_2	prepare with dry heat in an oven bake a cake 
__paraphernalia_NN_1	equipment consisting of miscellaneous articles needed for a particular operation or sport etc 
__constellation_NN_1	an arrangement of parts or elements the outcome depends on the configuration of influences at the time 
__persistence_NN_3	the act of persisting or persevering continuing or repeating behavior his perseveration continued to the point where it was no longer appropriate 
__sprint_NN_1	a quick run 
__cerium_NN_1	a ductile grey metallic element of the lanthanide series used in lighter flints the most abundant of the rare-earth group 
__headache_NN_2	pain in the head caused by dilation of cerebral arteries or muscle contractions or a reaction to drugs 
__dilation_NN_1	a lengthy discussion spoken or written on a particular topic 
__pomaderris_apetala_NN_1	Australian tree grown especially for ornament and its fine-grained wood and bearing edible nuts 
__hood_NN_3	slang a neighborhood 
__adoptee_NN_1	someone such as a child who has been adopted 
__chinquapin_NN_3	small nut of either of two small chestnut trees of the southern United States resembles a hazelnut 
